URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ConceptMap/ASS-A33-AdministrativeGender-Sexe","hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-naissance-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.744",JdvModeNaissanceCisis,JDV Mode Naissance CISIS,"JDV Mode Naissance CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-sortie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.204",JdvModeSortieCisis,JDV Mode Sortie CISIS,"JDV Mode Sortie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-sortie-obp-scm-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.700",JdvModeSortieObpScmCisis,JDV Mode Sortie Obp Scm CISIS,"JDV Mode Sortie Obp Scm CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-sortie-obp-sem-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.701",JdvModeSortieObpSemCisis,JDV Mode Sortie Obp Sem CISIS,"JDV Mode Sortie Obp Sem CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-sortie-obp-sne-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.699",JdvModeSortieObpSneCisis,JDV Mode Sortie Obp Sne CISIS,"JDV Mode Sortie Obp Sne CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-sortie-obp-snm-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.698",JdvModeSortieObpSnmCisis,JDV Mode Sortie Obp Snm CISIS,"JDV Mode Sortie Obp Snm CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modele-document-cda-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.820",JdvModeleDocumentCdaCisis,Jdv Modele Document CDA CISIS,"Jdv Modele Document CDA CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modele-document-cda-non-structure-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.821",JdvModeleDocumentCdaNonStructureCisis,Jdv Modele Document CDA Non Structure CISIS,"Jdv Modele Document CDA Non Structure CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.688",JdvModificateurTopographiqueCisis,JDV Modificateur Topographique CISIS,"JDV Modificateur Topographique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-morphologie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.585",JdvMorphologieCisis,JDV Morphologie CISIS,"JDV Morphologie CISIS",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-consultation-ophtalmologique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.622",JdvMotifConsultationOphtalmologiqueCisis,JDV Motif Consultation Ophtalmologique CISIS,"JDV Motif Consultation Ophtalmologique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-declenchement-travail-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.745",JdvMotifDeclenchementTravailCisis,JDV Motif Declenchement Travail CISIS,"JDV Motif Declenchement Travail CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-diagnostic-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.35",JdvMotifDiagnosticCisis,JDV Motif Diagnostic CISIS,"JDV Motif Diagnostic CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-echographie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.88",JdvMotifEchographieCisis,JDV Motif Echographie CISIS,"JDV Motif Echographie CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-hospitalisation-cse-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.681",JdvMotifHospitalisationCseCisis,JDV Motif Hospitalisation Cse CISIS,"JDV Motif Hospitalisation Cse CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-mise-a-jour-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.83",JdvMotifMiseAJourCisis,JDV Motif Mise A Jour CISIS,"JDV Motif Mise A Jour CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-non-realisation-evenement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.803",JdvMotifNonRealisationEvenementCisis,JDV Motif Non Realisation Evenement CISIS,"JDV Motif Non Realisation Evenement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nature-discussion-cisis,20250624152100,active,"1.2.250.1.213.1.1.4.2.281.8",JdvNatureDiscussionCisis,JDV Nature Discussion CISIS,"JDV Nature Discussion CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nature-fraction-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.146",JdvNatureFractionCisis,JDV Nature Fraction CISIS,"JDV Nature Fraction CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nature-materiel-etudie-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.141",JdvNatureMaterielEtudieCisis,JDV Nature Materiel Etudie CISIS,"JDV Nature Materiel Etudie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-ataxie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.187",JdvNihssAtaxieCisis,JDV Nihss Ataxie CISIS,"JDV Nihss Ataxie CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-champ-visuel-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.183",JdvNihssChampVisuelCisis,JDV Nihss Champ Visuel CISIS,"JDV Nihss Champ Visuel CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-commandes-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.181",JdvNihssCommandesCisis,JDV Nihss Commandes CISIS,"JDV Nihss Commandes CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-conscience-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.179",JdvNihssConscienceCisis,JDV Nihss Conscience CISIS,"JDV Nihss Conscience CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-dysarthrie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.191",JdvNihssDysarthrieCisis,JDV Nihss Dysarthrie CISIS,"JDV Nihss Dysarthrie CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-fonction-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.178",JdvNihssFonctionCisis,JDV Nihss Fonction CISIS,"JDV Nihss Fonction CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-langage-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.188",JdvNihssLangageCisis,JDV Nihss Langage CISIS,"JDV Nihss Langage CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-motricite-membre-inferieur-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.186",JdvNihssMotriciteMembreInferieurCisis,JDV Nihss Motricite Membre Inferieur CISIS,"JDV Nihss Motricite Membre Inferieur CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-motricite-membre-superieur-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.185",JdvNihssMotriciteMembreSuperieurCisis,JDV Nihss Motricite Membre Superieur CISIS,"JDV Nihss Motricite Membre Superieur CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-negligence-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.189",JdvNihssNegligenceCisis,JDV Nihss Negligence CISIS,"JDV Nihss Negligence CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-occulomotricite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.182",JdvNihssOcculomotriciteCisis,JDV Nihss Occulomotricite CISIS,"JDV Nihss Occulomotricite CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-paralysie-faciale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.184",JdvNihssParalysieFacialeCisis,JDV Nihss Paralysie Faciale CISIS,"JDV Nihss Paralysie Faciale CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-questions-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.180",JdvNihssQuestionsCisis,JDV Nihss Questions CISIS,"JDV Nihss Questions CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nihss-sensibilite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.190",JdvNihssSensibiliteCisis,JDV Nihss Sensibilite CISIS,"JDV Nihss Sensibilite CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-niveau-dependance-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.483",JdvNiveauDependanceCisis,JDV Niveau Dependance CISIS,"JDV Niveau Dependance CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-niveau-etude-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.108",JdvNiveauEtudeCisis,JDV Niveau Etude CISIS,"JDV Niveau Etude CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-nvpo-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.498",JdvNvpoCisis,JDV Nvpo CISIS,"JDV Nvpo CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-objectif-activite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.41",JdvObjectifActiviteCisis,JDV Objectif Activite CISIS,"JDV Objectif Activite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-obp-resultat-evenement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.724",JdvObpResultatEvenementCisis,JDV Obp Resultat Evenement CISIS,"JDV Obp Resultat Evenement CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-obp-test-audition-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.725",JdvObpTestAuditionCisis,JDV Obp Test Audition CISIS,"JDV Obp Test Audition CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-observation-enfant-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.733",JdvObservationEnfantCisis,JDV Observation Enfant CISIS,"JDV Observation Enfant CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-observation-etat-patient-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.514",JdvObservationEtatPatientCisis,JDV Observation Etat Patient CISIS,"JDV Observation Etat Patient CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-observation-grossesse-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.500",JdvObservationGrossesseCisis,JDV Observation Grossesse CISIS,"JDV Observation Grossesse CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-oeil-examine-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.627",JdvOeilExamineCisis,JDV Oeil Examine CISIS,"JDV Oeil Examine CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-organe-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.479",JdvOrganeCisis,JDV Organe CISIS,"JDV Organe CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-orientation-base-du-prisme-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.623",JdvOrientationBaseDuPrismeCisis,JDV Orientation Base Du Prisme CISIS,"JDV Orientation Base Du Prisme CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-origine-effet-indesirable-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.785",JdvOrigineEffetIndesirableCisis,JDV Origine Effet Indesirable CISIS,"JDV Origine Effet Indesirable CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-participant-additionnel-resultat-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.138",JdvParticipantAdditionnelResultatCisis,JDV Participant Additionnel Resultat CISIS,"JDV Participant Additionnel Resultat CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-participant-resultat-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.137",JdvParticipantResultatCisis,JDV Participant Resultat CISIS,"JDV Participant Resultat CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-patho-1ere-semaine-cs8-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.704",JdvPatho1ereSemaineCs8Cisis,JDV Patho 1ere Semaine Cs8 CISIS,"JDV Patho 1ere Semaine Cs8 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-patient-adresse-par-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.38",JdvPatientAdresseParCisis,JDV Patient adresse par CISIS,"JDV Patient adresse par CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-phase-cancer-cisis,20250624152100,active,"1.2.250.1.213.1.1.4.2.281.13",JdvPhaseCancerCisis,JDV Phase Cancer CISIS,"JDV Phase Cancer CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-polypathologies-avc-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.680",JdvPolypathologiesAvcCisis,JDV Polypathologies Avc CISIS,"JDV Polypathologies Avc CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-presentation-foetale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.746",JdvPresentationFoetaleCisis,JDV Presentation Foetale CISIS,"JDV Presentation Foetale CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-prise-en-charge-reguliere-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.232",JdvPriseEnChargeReguliereCisis,JDV Prise En Charge Reguliere CISIS,"JDV Prise En Charge Reguliere CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-prise-en-charge-specifique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.139",JdvPriseEnChargeSpecifiqueCisis,JDV Prise En Charge Specifique CISIS,"JDV Prise En Charge Specifique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-profession-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.109",JdvProfessionCisis,JDV Profession CISIS,"JDV Profession CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-profession-exposee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.91",JdvProfessionExposeeCisis,JDV Profession Exposee CISIS,"JDV Profession Exposee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-profession-personnel-activite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.42",JdvProfessionPersonnelActiviteCisis,JDV Profession Personnel Activite CISIS,"JDV Profession Personnel Activite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-progression-cancer-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.486",JdvProgressionCancerCisis,JDV Progression Cancer CISIS,"JDV Progression Cancer CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-prothese-objet-personnel-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.515",JdvProtheseObjetPersonnelCisis,JDV Prothese Objet Personnel CISIS,"JDV Prothese Objet Personnel CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-qualification-fraction-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.145",JdvQualificationFractionCisis,JDV Qualification Fraction CISIS,"JDV Qualification Fraction CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-quantite-exposition-rayonnements-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.620",JdvQuantiteExpositionRayonnementsCisis,JDV Quantite Exposition Rayonnements CISIS,"JDV Quantite Exposition Rayonnements CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-quantite-liquide-amniotique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.747",JdvQuantiteLiquideAmniotiqueCisis,JDV Quantite Liquide Amniotique CISIS,"JDV Quantite Liquide Amniotique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-raison-absence-etiologie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.201",JdvRaisonAbsenceEtiologieCisis,JDV Raison Absence Etiologie CISIS,"JDV Raison Absence Etiologie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-raison-non-realisation-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.144",JdvRaisonNonRealisationCisis,JDV Raison Non Realisation CISIS,"JDV Raison Non Realisation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-rcp-appareil-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.597",JdvRcpAppareilCisis,JDV RCP Appareil CISIS,"JDV RCP Appareil CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-rcp-organe-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.598",JdvRcpOrganeCisis,JDV RCP Organe CISIS,"JDV RCP Organe CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-readaptation-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.66",JdvReadaptationCisis,JDV Readaptation CISIS,"JDV Readaptation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-realisation-activite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.54",JdvRealisationActiviteCisis,JDV Realisation Activite CISIS,"JDV Realisation Activite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-recherche-aghbs-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.112",JdvRechercheAghbsCisis,JDV Recherche Aghbs CISIS,"JDV Recherche Aghbs CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-reference-range-applies-to-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.517",JdvReferenceRangeAppliesToCisis,JDV Reference Range Applies To CISIS,"JDV Reference Range Applies To CISIS",,"THO (V3),Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-region-anatomique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.695",JdvRegionAnatomiqueCisis,JDV Region Anatomique CISIS,"JDV Region Anatomique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-registre-ern-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.799",JdvRegistreErnCisis,JDV Registre Ern CISIS,"JDV Registre Ern CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-rencontre-cs8-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.708",JdvRencontreCs8Cisis,JDV Rencontre Cs8 CISIS,"JDV Rencontre Cs8 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-rencontre-cs9-cs24-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.759",JdvRencontreCs9Cs24Cisis,JDV Rencontre Cs9 Cs24 CISIS,"JDV Rencontre Cs9 Cs24 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-reperage-trouble-neurodeveloppement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.758",JdvReperageTroubleNeurodeveloppementCisis,JDV Reperage Trouble Neurodeveloppement CISIS,"JDV Reperage Trouble Neurodeveloppement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-reprise-professionnelle-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.154",JdvRepriseProfessionnelleCisis,JDV Reprise Professionnelle CISIS,"JDV Reprise Professionnelle CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-ressource-utilisee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.807",JdvRessourceUtiliseeCisis,JDV Ressource Utilisee CISIS,"JDV Ressource Utilisee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-comparaison-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.649",JdvResultatComparaisonCisis,JDV Resultat Comparaison CISIS,"JDV Resultat Comparaison CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-acide-ascorbique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.783",JdvResultatDepistageAcideAscorbiqueCisis,JDV Resultat Depistage Acide Ascorbique CISIS,"JDV Resultat Depistage Acide Ascorbique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-bilirubinemie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.773",JdvResultatDepistageBilirubinemieCisis,JDV Resultat Depistage Bilirubinemie CISIS,"JDV Resultat Depistage Bilirubinemie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-bilirubinurie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.778",JdvResultatDepistageBilirubinurieCisis,JDV Resultat Depistage Bilirubinurie CISIS,"JDV Resultat Depistage Bilirubinurie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-cetonemie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.769",JdvResultatDepistageCetonemieCisis,JDV Resultat Depistage Cetonemie CISIS,"JDV Resultat Depistage Cetonemie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-cholesterol-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.770",JdvResultatDepistageCholesterolCisis,JDV Resultat Depistage Cholesterol CISIS,"JDV Resultat Depistage Cholesterol CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.761",JdvResultatDepistageCisis,JDV Resultat Depistage CISIS,"JDV Resultat Depistage CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-corps-cetoniques-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.776",JdvResultatDepistageCorpsCetoniquesCisis,JDV Resultat Depistage Corps Cetoniques CISIS,"JDV Resultat Depistage Corps Cetoniques CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-crp-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.771",JdvResultatDepistageCrpCisis,JDV Resultat Depistage Crp CISIS,"JDV Resultat Depistage Crp CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-glucose-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.777",JdvResultatDepistageGlucoseCisis,JDV Resultat Depistage Glucose CISIS,"JDV Resultat Depistage Glucose CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-glycemie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.768",JdvResultatDepistageGlycemieCisis,JDV Resultat Depistage Glycemie CISIS,"JDV Resultat Depistage Glycemie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-hematurie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.781",JdvResultatDepistageHematurieCisis,JDV Resultat Depistage Hematurie CISIS,"JDV Resultat Depistage Hematurie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-leucocyturie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.782",JdvResultatDepistageLeucocyturieCisis,JDV Resultat Depistage Leucocyturie CISIS,"JDV Resultat Depistage Leucocyturie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-nitriturie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.780",JdvResultatDepistageNitriturieCisis,JDV Resultat Depistage Nitriturie CISIS,"JDV Resultat Depistage Nitriturie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-proteinurie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.775",JdvResultatDepistageProteinurieCisis,JDV Resultat Depistage Proteinurie CISIS,"JDV Resultat Depistage Proteinurie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-rupture-membrane-ph-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.772",JdvResultatDepistageRuptureMembranePhCisis,JDV Resultat Depistage Rupture Membrane Ph CISIS,"JDV Resultat Depistage Rupture Membrane Ph CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-surdite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.814",JdvResultatDepistageSurditeCisis,JDV Resultat Depistage Surdite CISIS,"JDV Resultat Depistage Surdite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-depistage-urobilinogenurie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.779",JdvResultatDepistageUrobilinogenurieCisis,JDV Resultat Depistage Urobilinogenurie CISIS,"JDV Resultat Depistage Urobilinogenurie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-evaluation-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.816",JdvResultatEvaluationCisis,JDV Resultat Evaluation CISIS,"JDV Resultat Evaluation CISIS",,"hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-examen-cytologique-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.721",JdvResultatExamenCytologiqueCcuCisis,JDV Resultat Examen Cytologique Ccu CISIS,"JDV Resultat Examen Cytologique Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-question-evaluation-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.817",JdvResultatQuestionEvaluationCisis,JDV Resultat Question Evaluation CISIS,"JDV Resultat Question Evaluation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-resultat-recherche-hpv-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.720",JdvResultatRechercheHpvCcuCisis,JDV Resultat Recherche Hpv Ccu CISIS,"JDV Resultat Recherche Hpv Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-risque-pour-entourage-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.135",JdvRisquePourEntourageCisis,JDV Risque Pour Entourage CISIS,"JDV Risque Pour Entourage CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-risque-pour-usager-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.134",JdvRisquePourUsagerCisis,JDV Risque Pour Usager CISIS,"JDV Risque Pour Usager CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-role-informateur-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.824",JdvRoleInformateurCisis,Jdv Role Informateur CISIS,"Jdv Role Informateur CISIS",,"THO (V3)"
